Name	context	language	repository	file	url	split	grammar pattern	Count	Christian Grammar Pattern	Syreen Grammar Pattern	Eman Grammar Pattern	Mahie Grammar Pattern
noSrcLoc	DECLARATION	C++	cling	lib/Interpreter/ValuePrinter.cpp	https://github.com/vgvassilev/cling/blob/5e3310ac045d5763cd9852359d1003f3850c2a0c/lib/Interpreter/ValuePrinter.cpp	no Src Loc	DT NM N	40	DT NM N	DT NM N	DT NM N	DT NM N
not_a_local_branch	FUNCTION	C	git2r	src/libgit2/src/libgit2/branch.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/branch.c	not a local branch	VM DT NM N	1	VM DT NM N	VM DT NM N	VM DT NM N	VM DT NM N
notext	PARAMETER	C	toggldesktop	third_party/openssl/apps/ca.c	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/openssl/apps/ca.c	no text	DT N	109	DT N	DT N	DT N	DT N
noti_flags_number	PARAMETER	C	wireshark	epan/dissectors/packet-zbee-zcl-se.c	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/epan/dissectors/packet-zbee-zcl-se.c	noti flags number	NM NM N	25	NM NM N	NM NM N	NM NM N	NM NM N
notified_on	ATTRIBUTE	C	naemon-core	src/naemon/objects_host.h	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_host.h	notified on	V P	9	V P	V P	V P	V P
notify_contact_of_host	FUNCTION	C	naemon-core	src/naemon/notifications.c	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/notifications.c	notify contact of host	V N P N	3	V N P N	V N P N	V N P N	V N P N
noVal	ATTRIBUTE	Java	deeplearning4j	datavec/datavec-api/src/main/java/org/datavec/api/transform/transform/condition/ConditionalReplaceValueTransformWithDefault.java	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/datavec/datavec-api/src/main/java/org/datavec/api/transform/transform/condition/ConditionalReplaceValueTransformWithDefault.java	no Val	DT N	109	DT N	DT N	DT N	DT N
now	DECLARATION	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/archive/Archiver.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/archive/Archiver.java	now	VM	5	VM	VM	VM	VM
now_time	DECLARATION	C++	s3fs-fuse	src/mpu_util.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/mpu_util.cpp	now time	VM N	7	VM N	VM N	VM N	VM N
nowcache	DECLARATION	C++	s3fs-fuse	src/s3fs.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs.cpp	now cache	VM V	4	VM V	VM V	VM V	VM V
nowMicros	PARAMETER	Java	guava	android/guava/src/com/google/common/util/concurrent/RateLimiter.java	https://github.com/google/guava/blob/551f92130cc0442870569b89820e0b432a8ff8f7/android/guava/src/com/google/common/util/concurrent/RateLimiter.java	now Micros	VM NPL	2	VM NPL	VM NPL	VM NPL	VM NPL
nowpath	DECLARATION	C++	s3fs-fuse	src/s3fs.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs.cpp	now path	VM N	7	VM N	VM N	VM N	VM N
ns_find_all_textures	FUNCTION	C++	panda3d	panda/src/gobj/texturePool.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/gobj/texturePool.cxx	ns find all textures	PRE V DT NPL	1	PRE V DT NPL	PRE V DT NPL	PRE V DT NPL	PRE V DT NPL
null_or_empty	FUNCTION	C++	deeplearning4j	nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/protobuf/tf/google/protobuf/stubs/io_win32.cc	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/protobuf/tf/google/protobuf/stubs/io_win32.cc	null or empty	NM CJ NM	2	NM CJ NM	NM CJ NM	NM CJ NM	NM CJ NM
num_ascnt	ATTRIBUTE	C	rigraph	src/vendor/cigraph/vendor/glpk/misc/relax4.h	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/misc/relax4.h	num ascnt	NM N	103	NM N	NM N	NM N	NM N
num_by_chans_	ATTRIBUTE	C++	caffe	include/caffe/layers/batch_norm_layer.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/batch_norm_layer.hpp	num by chans	N P NPL	5	N P NPL	N P NPL	N P NPL	N P NPL
num_faces_to_draw	DECLARATION	C++	freeminer	src/client/clouds.cpp	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/client/clouds.cpp	num faces to draw	NM NPL P V	1	NM NPL P V	NM NPL P V	NM NPL P V	NM NPL P V
num_kernels_col2im_	ATTRIBUTE	C++	caffe	include/caffe/layers/base_conv_layer.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/base_conv_layer.hpp	num kernels col 2 im	NM NPL N P N	2	NM NPL N P N	NM NPL N P N	NM NPL N P N	NM NPL N P N
num_kernels_im2col_	ATTRIBUTE	C++	caffe	include/caffe/layers/base_conv_layer.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/base_conv_layer.hpp	num kernels im 2 col	NM NPL N P N	2	NM NPL N P N	NM NPL N P N	NM NPL N P N	NM NPL N P N
num_of_after_release_pdus	ATTRIBUTE	C	wireshark	plugins/epan/mate/mate.h	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/plugins/epan/mate/mate.h	num of after release pdus	N P P V NPL	1	N P P V NPL	N P P V NPL	N P P V NPL	N P P V NPL
num_of_gops	ATTRIBUTE	C	wireshark	plugins/epan/mate/mate.h	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/plugins/epan/mate/mate.h	num of gops	N P NPL	5	N P NPL	N P NPL	N P NPL	N P NPL
num_to_check	DECLARATION	C	mgba	src/third-party/libpng/pngrutil.c	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/libpng/pngrutil.c	num to check	N P V	1	N P V	N P V	N P V	N P V
num_vertices_per_primitive	DECLARATION	C++	panda3d	panda/src/gobj/geomPrimitive.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/gobj/geomPrimitive.cxx	num vertices per primitive	NM NPL P N	2	NM NPL P N	NM NPL P N	NM NPL P N	NM NPL P N
number_of_nodes	DECLARATION	C++	rigraph	src/vendor/cigraph/src/community/spinglass/pottsmodel_2.cpp	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/src/community/spinglass/pottsmodel_2.cpp	number of nodes	N P NPL	5	N P NPL	N P NPL	N P NPL	N P NPL
numeric_type3	PARAMETER	C++	panda3d	panda/src/gobj/geomVertexArrayFormat.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/gobj/geomVertexArrayFormat.cxx	numeric type 3	NM N D	33	NM N D	NM N D	NM N D	NM N D
nxtin	ATTRIBUTE	C	rigraph	src/vendor/cigraph/vendor/glpk/misc/relax4.h	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/misc/relax4.h	nxt in	P P	4	P P	P P	P P	P P
o2	PARAMETER	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/muc/MultiUserChatManager.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/muc/MultiUserChatManager.java	o 2	N D	125	N D	N D	N D	N D
obj0	DECLARATION	C++	panda3d	panda/src/bullet/bulletWorld.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/bullet/bulletWorld.cxx	obj 0	N D	125	N D	N D	N D	N D
obsess_over_host	PARAMETER	C	naemon-core	src/naemon/objects_host.h	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_host.h	obsess over host	V P N	12	V P N	V P N	V P N	V P N
odp_nsh_key_from_attr__	FUNCTION	C	ovs	lib/odp-util.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/odp-util.c	odp nsh key from attr	PRE PRE N P N	4	PRE PRE N P N	PRE PRE N P N	PRE PRE N P N	PRE PRE N P N
odx1	DECLARATION	C	rigraph	src/core/layout/davidson_harel.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/layout/davidson_harel.c	odx 1	N D	125	N D	N D	N D	N D
OF1515	CLASS	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/database/bugfix/OF1515.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/database/bugfix/OF1515.java	OF 1515	N D	125	N D	N D	N D	N D
ofbundle	PARAMETER	C	ovs	ofproto/ofproto-dpif-mirror.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/ofproto/ofproto-dpif-mirror.c	of bundle	PRE N	7	PRE N	P N	PRE N	P N
off	PARAMETER	C	meta	include/meta/io/mman-win32/mman.h	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/include/meta/io/mman-win32/mman.h	off	N	10	N	N	N	N
offArg	DECLARATION	C++	facebook-repo-ds2	Sources/Host/POSIX/File.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/Host/POSIX/File.cpp	off Arg	NM N	103	NM N	NM N	NM N	NM N
offBits	PARAMETER	C++	panda3d	panda/src/pnmimagetypes/pnmFileTypeBMPReader.cxx	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/pnmimagetypes/pnmFileTypeBMPReader.cxx	off Bits	NM NPL	5	NM NPL	NM NPL	NM NPL	NM NPL
offIcon	ATTRIBUTE	Java	Openfire	starter/src/main/java/org/jivesoftware/openfire/launcher/Launcher.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/starter/src/main/java/org/jivesoftware/openfire/launcher/Launcher.java	off Icon	NM N	103	NM N	NM N	NM N	NM N
offset_to_left_contour	ATTRIBUTE	C	rigraph	src/core/layout/reingold_tilford.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/layout/reingold_tilford.c	offset to left contour	V P NM N	7	V P NM N	V P NM N	V P NM N	V P NM N
offset_to_right_contour	ATTRIBUTE	C	rigraph	src/core/layout/reingold_tilford.c	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/layout/reingold_tilford.c	offset to right contour	V P NM N	7	V P NM N	V P NM N	V P NM N	V P NM N
offsetp	PARAMETER	C	wireshark	epan/dissectors/x11-extension-implementation.h	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/epan/dissectors/x11-extension-implementation.h	offset p	NM N	103	NM N	NM N	NM N	NM N
ofpbuf_clone_with_headroom	FUNCTION	C	ovs	lib/ofpbuf.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/ofpbuf.c	ofp buf clone with headroom	PRE PRE N P N	4	PRE PRE N P N	PRE PRE N P N	PRE PRE N P N	PRE PRE N P N
ofservice	DECLARATION	C	ovs	ofproto/connmgr.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/ofproto/connmgr.c	of service	PRE N	7	P N	P N	PRE N	P N
oid_a	PARAMETER	C	git2r	src/libgit2/src/libgit2/oid.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/oid.c	oid a	NM N	103	NM N	NM N	NM N	NM N
oldParam2	ATTRIBUTE	C++	freeminer	src/rollback.cpp	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/rollback.cpp	old Param 2	NM N D	33	NM N D	NM N D	NM N D	NM N D
on	DECLARATION	Java	metrics	metrics-jvm/src/main/java/com/codahale/metrics/jvm/BufferPoolMetricSet.java	https://github.com/dropwizard/metrics/blob/d6cf6a4e8f6e65a0b6107be6d8d73e00f0d95efa/metrics-jvm/src/main/java/com/codahale/metrics/jvm/BufferPoolMetricSet.java	on	N	10	N	N	N	N
on_disk	ATTRIBUTE	C	git2r	src/libgit2/src/libgit2/index.h	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/index.h	on disk	P N	70	P N	P N	P N	P N
on_gradients_ready_	ATTRIBUTE	C++	caffe	python/caffe/_caffe.cpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/python/caffe/_caffe.cpp	on gradients ready	P NPL NM	1	P NPL NM	P NPL NM	P NPL NM	P NPL NM
on_multipart_header_field	ATTRIBUTE	C	ccv	serve/ebb_request_parser.h	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/serve/ebb_request_parser.h	on multipart header field	P NM NM N	7	P NM NM N	P NM NM N	P NM NM N	P NM NM N
on_query_string	ATTRIBUTE	C	ccv	serve/ebb_request_parser.h	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/serve/ebb_request_parser.h	on query string	P NM N	31	P NM N	P NM N	P NM N	P NM N
on_reason	ATTRIBUTE	C	proxygen	proxygen/external/http_parser/http_parser.h	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/external/http_parser/http_parser.h	on reason	P N	70	P N	P N	P N	P N
on_request_response	FUNCTION	C	ccv	serve/serve.c	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/serve/serve.c	on request response	P NM N	31	P NM N	P NM N	P NM N	P NM N
on_start	FUNCTION	C++	caffe	include/caffe/parallel.hpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/parallel.hpp	on start	P N	70	P N	P N	P N	P N
on_start_	ATTRIBUTE	C++	caffe	python/caffe/_caffe.cpp	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/python/caffe/_caffe.cpp	on start	P N	70	P N	P N	P N	P N
on_status	ATTRIBUTE	C	crow	include/crow/http_parser_merged.h	https://github.com/ipkn/crow/blob/2b43d3cd6a9a9cdbc99dfef9b86ff3f3027f3d1f/include/crow/http_parser_merged.h	on status	P N	70	P N	P N	P N	P N
once	DECLARATION	C	ovs	lib/netdev-dpdk.c	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/netdev-dpdk.c	once	VM	5	VM	VM	VM	VM
onConnectionClose	FUNCTION	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/SessionManager.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/SessionManager.java	on Connection Close	P N V	5	P N V	P N V	P N V	P N V
onEgressBuffered	FUNCTION	C++	proxygen	proxygen/lib/http/connpool/SessionHolder.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/connpool/SessionHolder.cpp	on Egress Buffered	P N V	5	P N V	P N V	P N V	P N V
onExecuteProgram	FUNCTION	C++	facebook-repo-ds2	Sources/GDBRemote/PlatformSessionImpl.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/GDBRemote/PlatformSessionImpl.cpp	on Execute Program	P V N	2	P V N	P V N	P V N	P V N
onFactory	PARAMETER	Java	metrics	metrics-jmx/src/main/java/com/codahale/metrics/jmx/JmxReporter.java	https://github.com/dropwizard/metrics/blob/d6cf6a4e8f6e65a0b6107be6d8d73e00f0d95efa/metrics-jmx/src/main/java/com/codahale/metrics/jmx/JmxReporter.java	on Factory	NM N	103	NM N	NM N	NM N	NM N
onHeaderBytesGenerated	DECLARATION	C	proxygen	proxygen/lib/http/session/HTTPTransaction.h	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/session/HTTPTransaction.h	on Header Bytes Generated	P NM NPL V	1	P NM NPL V	P NM NPL V	P NM NPL V	P NM NPL V
onIcon	ATTRIBUTE	Java	Openfire	starter/src/main/java/org/jivesoftware/openfire/launcher/Launcher.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/starter/src/main/java/org/jivesoftware/openfire/launcher/Launcher.java	on Icon	NM N	103	NM N	NM N	NM N	NM N
onIngressError	FUNCTION	C++	proxygen	proxygen/lib/http/connpool/SessionHolder.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/connpool/SessionHolder.cpp	on Ingress Error	P NM N	31	P NM N	P NM N	P NM N	P NM N
only_amz	PARAMETER	C++	s3fs-fuse	src/curl_util.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/curl_util.cpp	only amz	VM N	7	VM N	VM N	VM N	VM N
only_if_existing	PARAMETER	C	git2r	src/libgit2/src/libgit2/config.c	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/config.c	only if existing	VM CJ V	1	VM CJ V	VM CJ V	VM CJ V	VM CJ V
only_in_ground	ATTRIBUTE	C	freeminer	src/mapgen/dungeongen.h	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/mapgen/dungeongen.h	only in ground	VM P N	1	VM P N	VM P N	VM P N	VM P N
only_indices	PARAMETER	C	rigraph	src/include/igraph_structural.h	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/include/igraph_structural.h	only indices	VM NPL	2	VM NPL	VM NPL	VM NPL	VM NPL
only_pool	PARAMETER	C++	s3fs-fuse	src/curl.cpp	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/curl.cpp	only pool	VM N	7	VM N	VM N	VM N	VM N
onlyDone	ATTRIBUTE	Java	Smack	smack-experimental/src/main/java/org/jivesoftware/smackx/iot/data/filter/IoTFieldsExtensionFilter.java	https://github.com/igniterealtime/Smack/blob/19b20fefeca69cccc3637e01ec2f151a054a3351/smack-experimental/src/main/java/org/jivesoftware/smackx/iot/data/filter/IoTFieldsExtensionFilter.java	only Done	VM NM	2	VM NM	VM NM	VM NM	VM NM
onlyEntry	DECLARATION	Java	guava	guava/src/com/google/common/collect/ImmutableSortedMap.java	https://github.com/google/guava/blob/551f92130cc0442870569b89820e0b432a8ff8f7/guava/src/com/google/common/collect/ImmutableSortedMap.java	only Entry	VM N	7	VM N	VM N	VM N	VM N
onlyImpersonationEnabled	ATTRIBUTE	Java	drill	exec/java-exec/src/main/java/org/apache/drill/exec/server/rest/profile/ProfileWrapper.java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/server/rest/profile/ProfileWrapper.java	only Impersonation Enabled	VM N V	1	VM N V	VM N V	VM NM N	VM N V
onlyLocal	PARAMETER	Java	Openfire	xmppserver/src/main/java/org/jivesoftware/openfire/RoutingTable.java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/RoutingTable.java	only Local	VM N	7	VM N	VM N	VM N	VM N
onlyuser	ATTRIBUTE	C	toggldesktop	third_party/openssl/include/openssl/x509v3.h	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/openssl/include/openssl/x509v3.h	only user	VM N	7	VM N	VM N	VM N	VM N
onMetricRemoved	FUNCTION	Java	metrics	metrics-core/src/main/java/com/codahale/metrics/MetricRegistry.java	https://github.com/dropwizard/metrics/blob/d6cf6a4e8f6e65a0b6107be6d8d73e00f0d95efa/metrics-core/src/main/java/com/codahale/metrics/MetricRegistry.java	on Metric Removed	P N V	5	P N V	P N V	P N V	P N V
onPingReplyLatency	FUNCTION	C++	proxygen	proxygen/lib/http/session/HTTPSession.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/lib/http/session/HTTPSession.cpp	on Ping Reply Latency	P NM NM N	7	P NM NM N	P NM NM N	P NM NM N	P NM NM N
onPostExecute	FUNCTION	Java	freeminer	build_tools/android_fm/src/org/freeminer/freeminer/freeminerAssetCopy.java	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/build_tools/android_fm/src/org/freeminer/freeminer/freeminerAssetCopy.java	on Post Execute	P N V	5	P N V	P N V	P N V	P N V
onQueryCurrentThread	FUNCTION	C++	facebook-repo-ds2	Sources/GDBRemote/DebugSessionImpl.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/GDBRemote/DebugSessionImpl.cpp	on Query Current Thread	P NM NM N	7	P NM NM N	P NM NM N	P NM NM N	P NM NM N
onQueryHardwareWatchpointCount	FUNCTION	C++	facebook-repo-ds2	Sources/GDBRemote/DebugSessionImpl.cpp	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Sources/GDBRemote/DebugSessionImpl.cpp	on Query Hardware Watchpoint Count	P NM NM NM N	1	P NM NM NM N	P NM NM NM N	P NM NM NM N	P NM NM NM N
onResponseContent	FUNCTION	Java	metrics	metrics-jetty10/src/main/java/io/dropwizard/metrics/jetty10/InstrumentedHttpChannelListener.java	https://github.com/dropwizard/metrics/blob/d6cf6a4e8f6e65a0b6107be6d8d73e00f0d95efa/metrics-jetty10/src/main/java/io/dropwizard/metrics/jetty10/InstrumentedHttpChannelListener.java	on Response Content	P NM N	31	P NM N	P NM N	P NM N	P NM N
onServerEgressPaused	FUNCTION	C++	proxygen	proxygen/httpserver/samples/proxy/ProxyHandler.cpp	https://github.com/facebook/proxygen/blob/5370e58851d6b363f1edbc542a0daa369ebbf303/proxygen/httpserver/samples/proxy/ProxyHandler.cpp	on Server Egress Paused	P NM N V	1	P NM N V	P NM N V	P NM N V	P NM N V
onServerSide	PARAMETER	C++	toggldesktop	third_party/poco/NetSSL_OpenSSL/src/PrivateKeyPassphraseHandler.cpp	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/poco/NetSSL_OpenSSL/src/PrivateKeyPassphraseHandler.cpp	on Server Side	P NM N	31	P NM N	P NM N	P NM N	P NM N
